Year,No.,Round,Pick,Player,Name,Team,College
1983,9,3,22,78,JoJo Townsell,Jets,UCLA
1983,10,4,1,85,Phil Smith,Colts,San Diego State
1983,11,4,20,104,Mike Miller,Packers,Tennessee
1983,12,5,11,123,Chris Castor,Seahawks,Duke
1983,13,5,18,130,Steve Bird,Cardinals,Eastern Kentucky
1983,14,5,21,133,Paul Skansi,Steelers,Washington
1983,15,5,22,134,Otis Grant,Rams,Michigan State
1983,16,5,26,138,Dokie Williams,Raiders,UCLA
1983,17,5,28,140,Gregg Garrity,Steelers,Penn State
1983,18,6,1,141,Trumaine Johnson,Chargers,Grambling State
1983,19,6,7,147,Victor Oatis,Eagles,Northwestern State (LA)
1983,20,6,8,148,Rheugene Branton,Buccaneers,Texas Southern
1983,21,6,14,154,Todd Brown,Lions,Nebraska
1983,22,6,16,156,Anthony Allen,Falcons,Washington
1983,23,6,19,159,Mike Jones,Vikings,Tennessee State
1983,24,7,2,170,Herkie Walls,Oilers,Texas
1983,25,7,3,171,Jeff Simmons,Rams,USC
1983,26,7,8,176,Rocky Belk,Browns,Miami (FL)
1983,27,8,25,221,Mike Martin,Bengals,Illinois
1983,28,8,27,223,Mark Clayton,Dolphins,Louisville
1983,29,9,15,239,Rod Achter,Vikings,Toledo
1983,30,9,23,247,Bobby Humphrey,Jets,New Mexico State
1983,31,10,2,253,Byron Williams,Packers,Texas-Arlington
1983,32,10,19,270,Darius Durham,Buccaneers,San Diego State
1983,33,10,26,277,Mervyn Fernandez,Raiders,San Jose State
1983,34,11,13,292,Steve Parker,Patriots,Abilene Christian
1983,35,11,17,296,Aaron Williams,Cardinals,Washington
1983,36,11,22,301,Mike Harmon,Jets,Mississippi
1983,37,11,24,303,Tim Kearse,Chargers,San Jose State
1983,38,11,25,304,Gary Williams,Bengals,Ohio State
1983,39,12,1,308,Carl Williams,Colts,Texas Southern
1983,40,12,6,313,Oliver Williams,Bears,Illinois
1983,41,12,11,318,Frank Magwood,Giants,Clemson
1983,42,12,13,320,Julius Dawkins,Bills,Pittsburgh
1983,43,12,27,334,Anthony Carter,Dolphins,Michigan
1982,1,1,11,11,Anthony Hancock,Chiefs,Tennessee
1982,2,1,13,13,Lindsay Scott,Saints,Georgia
1982,3,1,19,19,Perry Tuttle,Bills,Clemson
1982,4,1,20,20,Mike Quick,Eagles,North Carolina State
1982,5,2,23,50,Orlando McDaniel,Broncos,Louisiana State
1982,6,2,25,52,Mark Duper,Dolphins,Northwestern State (LA)
1982,7,3,1,56,Cedric Jones,Patriots,Duke
1982,8,3,6,61,Carl Powell,Redskins,Jackson State
1982,9,3,8,63,Stacey Bailey,Falcons,San Jose State
1982,10,3,11,66,Eugene Goodlow,Saints,Kansas State
1982,11,3,13,68,Kenny Duckett,Saints,Wake Forest
1982,12,4,4,87,Dwight Walker,Browns,Nicholls State
1982,13,4,11,94,Steve Bryant,Oilers,Purdue
1982,14,4,23,106,Dan Plater,Broncos,Brigham Young
1982,15,6,19,158,Andre Tyler,Buccaneers,Stanford
1982,16,6,20,159,Curt Grieve,Eagles,Yale
1982,17,6,23,162,Mike Whitwell,Browns,Texas A&M
1982,18,6,24,163,Lonell Phea,Jets,Houston
1982,19,7,20,187,Victor Simmons,Lions,Oregon State
1982,20,8,6,201,Chester Cooper,Seahawks,Minnesota
1982,21,9,1,224,Kelvin Murdock,Patriots,Troy
1982,22,9,21,244,Tony Woodriff,Eagles,Fresno State
1982,23,9,27,250,James Bennett,Bengals,Northwestern State (LA)
1982,24,10,9,260,Gerald Lucear,Vikings,Temple
1982,25,10,17,268,Larry Brodsky,Chiefs,Miami (FL)
1982,26,11,6,285,Ricky Coffman,Rams,UCLA
1982,27,11,9,288,Jeff Keller,Falcons,Washington State
1982,28,11,10,289,Willie Turner,Raiders,Louisiana State
1982,29,11,13,292,Edward Lee,Lions,South Carolina State
1982,30,11,16,295,George Thompson,Cowboys,Albany State
1982,31,11,18,297,Bob Carter,Chiefs,Arizona
1982,32,11,22,301,Ron Ingram,Eagles,Oklahoma State
1982,33,11,23,302,Perry Parmelee,Jets,Santa Clara
1982,34,12,2,308,Greg Taylor,Patriots,Virginia
1982,35,12,10,316,Randy Smith,Raiders,East Texas State
1982,36,12,15,321,Phillip Epps,Packers,Texas Christian
1982,37,12,25,331,Mike Rodrigue,Dolphins,Miami (FL)
1981s,1,11,0,0,Chy Davidson,Patriots,Rhode Island
1981,1,1,10,10,David Verser,Bengals,Kansas
1981,2,1,16,16,Mark Nichols,Lions,San Jose State
1981,3,2,9,37,Cris Collinsworth,Bengals,Florida
1981,4,2,11,39,Mardye McDole,Vikings,Mississippi State
1981,5,2,22,50,Byron Franklin,Bills,Auburn
1981,6,2,25,53,Doug Donley,Cowboys,Ohio State
1981,7,3,3,59,John Mistler,Giants,Arizona State
1981,8,3,11,67,Ken Margerum,Bears,Stanford
1981,9,3,20,76,Mike Mosley,Bills,Texas A&M
1981,10,3,23,79,Michael Holston,Oilers,Morgan State
1981,11,4,1,84,Sam Greene,Dolphins,UNLV
1981,12,4,4,87,Scott Phillips,Seahawks,Brigham Young
1981,13,4,5,88,Steve Rhodes,Cardinals,Oklahoma
1981,14,4,14,97,Ron Washington,Chiefs,Arizona State
1981,15,4,16,99,Tracy Porter,Lions,Louisiana State
1981,16,4,17,100,Robbie Martin,Steelers,Cal Poly-San Luis Obispo
1981,17,5,16,127,Ricky Martin,Steelers,New Mexico
1981,18,6,7,145,Mel Hoover,Giants,Arizona State
1981,19,6,23,161,Robert Holt,Bills,Baylor
1981,20,6,24,162,Bobby Duckworth,Chargers,Arkansas
1981,21,7,1,167,Kevin Williams,Saints,USC
1981,22,7,4,170,Ron Johnson,Seahawks,Long Beach State
1981,23,7,19,185,Ken Toler,Patriots,Mississippi
1981,24,8,2,195,Lloyd Jones,Jets,Brigham Young
1981,25,8,5,198,Mike Fisher,Cardinals,Baylor
1981,26,8,8,201,Charlie Brown,Redskins,South Carolina State
1981,27,8,13,206,David Dorn,Chiefs,Rutgers
1981,28,8,24,217,Willie Tullis,Oilers,Troy
1981,29,9,14,235,John Noonan,Dolphins,Nebraska
1981,30,9,15,236,Jim Whatley,Seahawks,Washington State
1981,31,9,25,246,Mike Wilson,Cowboys,Washington State
1981,32,10,5,253,James Mallard,Cardinals,Alabama
1981,33,10,15,263,Jim Joiner,Cardinals,Miami (FL)
1981,34,10,18,266,James Murphy,Vikings,Utah State
1981,35,11,1,277,Lester Mickens,Saints,Kansas
1981,36,11,8,284,Jerry Hill,Redskins,North Alabama
1981,37,11,12,288,Holden Smith,Colts,California
1981,38,11,14,290,Pat Walker,Broncos,Miami (FL)
1981,39,11,25,301,Keith Cahppelle,Falcons,Iowa
1981,40,12,23,327,Stacy Charles,Chargers,Bethune-Cookman
1981,41,12,25,329,Nate Lundy,Cowboys,Indiana
1980s,1,9,0,0,Billy Mullins,Chargers,USC
1980,1,1,2,2,Lam Jones,Jets,Texas
1980,2,1,18,18,Art Monk,Redskins,Syracuse
1980,3,2,19,47,Ralph Clayton,Jets,Michigan
1980,4,2,21,49,Kevin House,Buccaneers,Southern Illinois
1980,5,3,6,62,Mike Friede,Lions,Indiana
1980,6,3,23,79,Tim Smith,Oilers,Nebraska
1980,7,4,4,87,Fred Nixon,Packers,Oklahoma
1980,8,4,5,88,Ray Butler,Colts,USC
1980,9,4,7,90,Danny Pittman,Giants,Wyoming
1980,10,4,17,100,Elmer Bailey,Dolphins,Minnesota
1980,11,5,4,114,Carlos Carson,Chiefs,Louisiana State
1980,12,5,25,135,Nate Rivers,Eagles,South Carolina State
1980,13,6,9,147,Bubba Garcia,Chiefs,Texas-El Paso
1980,14,6,20,158,Eugene Byrd,Dolphins,Michigan State
1980,15,6,22,160,Preston Brown,Patriots,Vanderbilt
1980,16,7,7,172,Mike Smith,Falcons,Grambling State
1980,17,7,8,173,Malcolm Barnwell,Raiders,Virginia Union
1980,18,7,18,183,Emanuel Tolbert,Bears,Southern Methodist
1980,19,7,28,193,Nate Johnson,Steelers,Hillsdale
1980,20,8,4,197,Don Coleman,Broncos,Oregon
1980,21,9,1,222,DeWayne Jett,Lions,Hawaii
1980,22,9,9,230,Tom Donovan,Chiefs,Penn State
1980,23,9,19,240,Gerald Carter,Buccaneers,Texas A&M
1980,24,9,20,241,Lawrence McCullough,Redskins,Illinois
1980,25,9,25,246,Jackie Flowers,Cowboys,Florida State
1980,26,9,27,248,George Farmer,Rams,Southern
1980,27,9,28,249,Ron McCall,Steelers,Arkansas-Pine Bluff
1980,28,10,9,258,Kenny Brown,Vikings,Nebraska
1980,29,10,21,270,Virgina Seay,Broncos,Troy
1980,30,10,25,274,Billy Rivers,Seahawks,Morris Brown
1980,31,11,4,281,Alton Alexis,Bengals,Tulane
1980,32,11,20,297,Phil Farris,Broncos,North Carolina
1980,33,11,21,298,Lee Jukes,Eagles,North Carolina State
1980,34,11,24,301,Eddie Preston,Oilers,Western Kentucky
1980,35,11,27,304,Terry Greer,Rams,Alabama State
1980,36,12,2,307,Ray Williams,Lions,Washington State
1980,37,12,4,309,Tyrone Gray,Cardinals,Washington State
1980,38,12,17,322,Calvin Muhammad,Raiders,Texas Southern
1980,39,12,23,328,Wiley Pitts,Oilers,Temple
1980,40,12,26,331,Harry Price,Chargers,McNeese State
1979,1,1,5,5,Jerry Butler,Bills,Clemson
1979,2,1,20,20,Willis Adams,Browns,Houston
1979,3,2,1,29,James Owens,49ers,UCLA
1979,4,2,6,34,Gordon Jones,Buccaneers,Pittsburgh
1979,5,2,8,36,Ernest Gray,Giants,Memphis State
1979,6,2,11,39,Rickey Watts,Bears,Tulsa
1979,7,3,2,58,Jeff Moore,Rams,Tennessee
1979,8,4,7,89,Roy Green,Cardinals,Henderson State
1979,9,4,22,104,John Floyd,Chargers,N.E. Louisiana
1979,10,4,28,110,Calvin Sweeney,Steelers,USC
1979,11,5,16,126,Scott Fitzkee,Eagles,Penn State
1979,12,5,20,130,Mark Bell,Cardinals,Colorado State
1979,13,6,2,139,Steve Kreider,Bengals,Lehigh
1979,14,6,3,140,Robert Gaines,Chiefs,Washington
1979,15,6,5,142,Ira Matthews,Raiders,Wisconsin
1979,16,6,27,164,Chris DeFrance,Cowboys,Arizona State
1979,17,7,8,173,Kirk Gibson,Cardinals,Michigan State
1979,18,8,1,193,Ron Cassidy,Packers,Utah State
1979,19,8,14,206,Jeff Groth,Dolphins,Bowling Green
1979,20,9,5,225,Henry Vereen,Buccaneers,UNLV
1979,21,9,13,233,Kris Haines,Redskins,Notre Dame
1979,22,9,16,236,Billy Diggs,Vikings,Winston-Salem State
1979,23,9,17,237,Alvin Garrett,Chargers,Angelo State
1979,24,9,22,242,Charlie Taylor,Broncos,Rice
1979,25,9,23,243,Richard Ellender,Oilers,McNeese State
1979,26,10,1,249,Dwight Clark,49ers,Clemson
1979,27,10,13,261,John Smith,Browns,Tennessee State
1979,28,10,16,264,Frank Lockett,Packers,Nebraska
1979,29,10,20,268,Larry Willis,Chiefs,Alcorn State
1979,30,10,22,270,Martin Cox,Patriots,Vanderbilt
1979,31,11,2,277,Stan Rome,Chiefs,Clemson
1979,32,11,10,285,David Hall,Saints,Missouri-Rolla
1979,33,11,16,291,Brian Nelson,Vikings,Texas Tech
1979,34,11,25,300,Tony Hall,Redskins,Knoxville
1979,35,12,3,306,Charlie Green,Colts,Kansas State
1979,36,12,11,314,Paul Darby,Jets,Southwest Texas State
1979,37,12,23,326,Brian Sweeney,Lions,Texas A&I
1979,38,12,25,328,Drew Hill,Rams,Georgia Tech
1979,39,12,27,330,Mike Almond,Steelers,Northwestern State (LA)
1978s,1,10,0,0,Johnnie Dirden,Oilers,Sam Houston State
1978,1,1,3,3,Wes Chandler,Saints,Florida
1978,2,1,6,6,James Lofton,Packers,Stanford
1978,3,1,14,14,John Jefferson,Chargers,Arizona State
1978,4,2,25,53,Ronnie Smith,Rams,San Diego State
1978,5,3,9,65,Danny Fulton,Bills,Nebraska-Omaha
1978,6,3,21,77,Carlos Pennywell,Patriots,Grambling State
1978,7,3,25,81,Jimmy Cefalo,Dolphins,Penn State
1978,8,3,27,83,Don Bass,Bengals,Houston
1978,9,4,7,91,Terry LeCount,49ers,Florida
1978,10,4,13,97,Jim Childs,Cardinals,Cal Poly-San Luis Obispo
1978,11,4,14,98,Mike Renfro,Oilers,Texas Christian
1978,12,4,15,99,Dennis Law,Bengals,East Tennessee State
1978,13,4,24,108,Joe Stewart,Raiders,Missouri
1978,14,5,2,112,Jerrold McRae,Chiefs,Tennessee State
1978,15,5,12,122,Keith Wright,Browns,Memphis State
1978,16,5,15,125,Dennis Pearson,Falcons,San Diego State
1978,17,5,24,134,Robert Woods,Chiefs,Grambling State
1978,18,5,27,137,Brian DeRoo,Giants,Redlands
1978,19,6,8,146,Glenn Starks,Seahawks,Texas A&I
1978,20,6,14,152,Rodney Parker,Falcons,Tennessee State
1978,21,6,22,160,Randy Reutershan,Steelers,Pittsburgh
1978,22,6,24,162,Elijah Marshall,Buccaneers,North Carolina State
1978,23,6,26,164,Mike Levenseller,Raiders,Washington State
1978,24,6,27,165,Jesse Thompson,Lions,California
1978,25,7,1,167,Alfred Jackson,Falcons,Texas
1978,26,7,15,181,Dave Stief,Cardinals,Portland State
1978,27,7,18,184,Bill Kellar,Chiefs,Stanford
1978,28,7,19,185,Herman Jones,Bears,Ohio State
1978,29,7,24,190,Lloyd Henry,Dolphins,N.E. Missouri State
1978,30,8,3,197,Derrick Gaffney,Jets,Florida
1978,31,8,8,202,Walker Lee,Redskins,North Carolina
1978,32,8,20,214,Andre Keys,Steelers,Cal Poly-San Luis Obispo
1978,33,8,28,222,Homer Butler,Cowboys,UCLA
1978,34,9,1,223,Willie Taylor,Buccaneers,Pittsburgh
1978,35,10,8,258,Rob Stewart,Seahawks,Lafayette
1978,36,10,27,277,Vince Kinney,Broncos,Maryland
1978,37,11,17,295,Willie Thicklen,Oilers,Alabama State
1978,38,11,24,302,Henry Mason,Colts,Central Missouri State
1978,39,12,15,321,Kevin Bell,Chargers,Lamar
1978,40,12,17,323,Kim Featsent,Bengals,Kent State
1978,41,12,26,332,Joe Conron,Raiders,Pacific
1977,1,1,25,25,Stanley Morgan,Patriots,Tennessee
1977,2,1,26,26,Randy Burke,Colts,Kentucky
1977,3,2,4,32,Johnny Perkins,Giants,Abilene Christian
1977,4,2,5,33,Wesley Walker,Jets,California
1977,5,3,6,62,Tony Hill,Cowboys,Stanford
1977,6,3,9,65,Elmo Boyd,49ers,Eastern Kentucky
1977,7,3,17,73,John Kimbrough,Bills,St. Cloud State
1977,8,3,19,75,Jim Smith,Steelers,Michigan
1977,9,4,12,96,Luther Blue,Lions,Iowa State
1977,10,4,14,98,Warren Anderson,Oilers,West Virginia State
1977,11,4,27,111,Larry Seivers,Seahawks,Tennessee
1977,12,5,4,116,Perry Griggs,Jets,Troy
1977,13,5,8,120,Shelton Diggs,Falcons,USC
1977,14,6,14,153,Emery Moorehead,Giants,Colorado
1977,15,7,6,173,Ken Randle,Browns,USC
1977,16,7,15,182,Gerald Butler,Bears,Nicholls State
1977,17,7,21,188,Rich Martini,Raiders,California-Davis
1977,18,7,25,192,Ken Smith,Patriots,Arkansas-Pine Bluff
1977,19,8,3,198,Steve Davis,Oilers,Georgia
1977,20,8,8,203,Walter Packer,Falcons,Mississippi State
1977,21,8,10,205,Eddie Foster,Oilers,Houston
1977,22,8,20,215,Waddell Smith,Chiefs,Kansas
1977,23,8,22,217,Phil August,Steelers,Miami (FL)
1977,24,9,12,235,Gene Washington,Chargers,Georgia
1977,25,9,22,245,Willie Zachary,Bengals,Central State (OH)
1977,26,9,28,251,Larry Mucker,Buccaneers,Arizona State
1977,27,10,4,255,Mike Jones,Giants,Minnesota
1977,28,10,6,257,Billy Ryckman,Falcons,Louisiana Tech
1977,29,10,8,259,John Mastronardo,Eagles,Villanova
1977,30,10,17,268,Oma Middlebrook,Broncos,Arkansas State
1977,31,10,19,270,Jim LeJay,Cardinals,San Jose State
1977,32,11,9,288,Maurice Mitchell,Chiefs,Northern Michigan
1977,33,11,17,296,Charles Nash,Browns,Arizona
1977,34,11,27,306,Keith Hartwig,Vikings,Arizona
1977,35,12,1,308,Chip Sheffield,Buccaneers,Lenoir-Rhyne
1977,36,12,14,321,Terry Anderson,Dolphins,Bethune-Cookman
1977,37,12,19,326,Alex Percival,Bengals,Morehouse (GA)
1976,1,1,11,11,Billy Brooks,Bengals,Oklahoma
1976,2,2,26,54,Sammy White,Vikings,Grambling State
1976,3,2,31,59,Steve Raible,Seahawks,Georgia Tech
1976,4,3,4,64,Larry Dorsey,Chargers,Tennessee State
1976,5,3,5,65,Dave Logan,Browns,Colorado
1976,6,3,6,66,Brian Baschnagel,Bears,Ohio State
1976,7,3,13,73,Duke Ferguson,Cowboys,San Diego State
1976,8,3,19,79,Henry Marshall,Chiefs,Missouri
1976,9,3,20,80,Duriel Harris,Dolphins,New Mexico State
1976,10,3,27,87,Butch Johnson,Cowboys,California-Riverside
1976,11,3,28,88,Ernest Pough,Steelers,Texas Southern
1976,12,4,2,94,Gerald Taylor,Rams,Texas A&I
1976,13,4,4,96,Tinker Owens,Saints,Oklahoma
1976,14,4,8,100,Steve Rivera,49ers,California
1976,15,4,22,114,Pat Tilley,Cardinals,Louisiana Tech
1976,16,4,23,115,Artie Owens,Chargers,West Virginia
1976,17,4,25,117,Steve Largent,Oilers,Tulsa
1976,18,4,26,118,Leonard Willis,Vikings,Ohio State
1976,19,4,28,120,Theo Bell,Steelers,Arizona
1976,20,4,29,121,Richard Appleby,Buccaneers,Georgia
1976,21,5,31,155,Dwight Sacles,Rams,Grambling State
1976,22,6,15,171,Scott Piper,Bills,Arizona
1976,23,7,11,193,Karl Farmer,Falcons,Pittsburgh
1976,24,7,22,204,Clarence Chapman,Raiders,Eastern Michigan
1976,25,8,1,210,Larry Shipp,Seahawks,Louisiana State
1976,26,8,19,228,Ricky Thompson,Colts,Baylor
1976,27,8,24,233,Randall Burks,Cardinals,SE Oklahoma State
1976,28,8,25,234,Bryan Fryer,Redskins,Alberta
1976,29,9,7,244,Ronnie Moore,Jets,Virginia Military Inst
1976,30,9,13,250,Ken Harrison,49ers,Southern Methodist
1976,31,9,22,259,Lonnie Allgood,Bengals,Syracuse
1976,32,9,25,262,Isaac Hagins,Vikings,Southern
1976,33,10,5,270,Ricky Feacher,Patriots,Mississippi Valley State
1976,34,10,9,274,Jessie Green,Packers,Tulsa
1976,35,10,23,288,Freeman Johns,Rams,Southern Methodist
1976,36,11,8,299,Norman Andersen,Bears,UCLA
1976,37,11,10,301,Curtis Leak,Packers,Johnson C. Smith
1976,38,11,12,303,Craig Brantley,Giants,Clemson
1976,39,11,18,309,Forry Smith,Bills,Iowa State
1976,40,12,1,320,Ron Barnett,Seahawks,Texas-Arlington
1976,41,12,7,326,Don Buckey,Jets,North Carolina State
1976,42,12,12,331,Harold Porter,Chiefs,Southwestern Louisiana
1976,43,12,22,341,Joe Dale Harris,Bengals,Alabama
1976,44,12,28,347,Bill Carroll,Steelers,East Texas State
1976,45,13,13,360,Rick Caswell,Giants,Western Kentucky
1976,46,13,16,363,Mel Jacobs,Lions,San Diego State
1976,47,13,21,368,Dan O'Rourke,Oilers,Colorado State
1976,48,14,2,377,Carl Roaches,Buccaneers,Texas A&M
1976,49,14,7,382,David Quehl,Patriots,Holy Cross
1976,50,14,16,391,Leonard Elston,Lions,Kentucky State
1976,51,14,17,392,Tony Williams,Bills,Middle Tennessee State
1976,52,15,6,409,Bernard Coleman,Patriots,Bethune-Cookman
1976,53,15,16,419,Trent Smock,Lions,Indiana
1976,54,15,26,429,Malcolm Campbell,Rams,Cal State-Los Angeles
1976,55,16,22,453,Cecil Beaird,Cardinals,Fisk
1976,56,16,25,456,Rick Gage,Rams,Arkansas Tech
1976,57,17,6,465,Tom Fleming,Browns,Dartmouth
1976,58,17,20,479,Allen Misher,Oilers,Louisiana State
1976,59,17,28,487,Kelvin Kirk,Steelers,Dayton
1975,1,1,7,7,Larry Burton,Saints,Purdue
1975,2,2,10,36,Fred Solomon,Dolphins,Tampa
1975,3,2,14,40,Emmett Edwards,Oilers,Kansas
1975,4,3,10,62,Danny Buggs,Giants,West Virginia
1975,5,4,13,91,Steve Burks,Patriots,Arkansas State
1975,6,4,17,95,Rich Upchurch,Broncos,Minnesota
1975,7,4,25,103,Bruce Adams,Vikings,Kansas
1975,8,5,2,106,Morris Owens,Dolphins,Arizona State
1975,9,5,16,120,Pat McInally,Bengals,Harvard
1975,10,6,1,131,Don Westbrook,Colts,Nebraska
1975,11,6,4,134,John Carroll,Chargers,Oklahoma
1975,12,6,10,140,Darius McCarthy,Rams,South Carolina State
1975,13,6,14,144,Dennis Franklin,Lions,Michigan
1975,14,7,9,165,Tony Giaquinto,Packers,Central Connecticut St.
1975,15,7,13,169,Mike Murphy,Lions,Drake
1975,16,7,16,172,Lawrence Williams,Patriots,Texas Tech
1975,17,8,11,193,James Scott,Jets,Henderson J.C.
1975,18,9,2,210,Mike Mahoney,Giants,Richmond
1975,19,9,19,227,Lofell Williams,Bengals,Virginia Union
1975,20,10,3,237,Marshall Mills,Falcons,West Virginia
1975,21,10,17,251,Steve Haggerty,Broncos,UNLV
1975,22,10,26,260,Archie Gray,Steelers,Wyoming
1975,23,11,1,261,Dave Hazel,Colts,Ohio State
1975,24,11,24,284,Ike McBee,Chargers,San Jose State
1975,25,12,8,294,Ron Gustafson,Saints,North Dakota
1975,26,12,16,302,Willie Miller,Oilers,Colorado State
1975,27,12,21,307,Chandler Williams,Rams,Lincoln (MO)
1975,28,12,22,308,Ben Jones,Cardinals,Louisiana State
1975,29,13,5,317,Willie Armstead,Browns,Utah
1975,30,13,8,320,Pete Demmerle,Chargers,Notre Dame
1975,31,13,15,327,Ricky Scales,Oilers,Virginia Tech
1975,32,13,22,334,Leonard Isabell,Dolphins,Tulsa
1975,33,13,24,336,Mike Hurd,Vikings,Michigan State
1975,34,13,25,337,Robert Gaddis,Steelers,Mississippi Valley State
1975,35,14,9,347,David Henson,49ers,Abilene Christian
1975,36,14,15,353,Tom Gossom,Patriots,Auburn
1975,37,14,19,357,Robert Evans,Bills,Morris Brown
1975,38,14,20,358,Ritch Bahe,Cardinals,Nebraska
1975,39,14,22,360,Arthur Allen,Rams,Clark
1975,40,15,3,367,Jim Robinson,Falcons,Georgia Tech
1975,41,15,4,368,Steve Marcantonio,Bears,Miami (FL)
1975,42,15,7,371,James Thatcher,Steelers,Langston
1975,43,15,9,373,Randy Allen,Packers,Southern
1975,44,16,4,394,J.K. McKay,Browns,USC
1975,45,16,5,395,Witt Beckman,Bears,Miami (FL)
1975,46,16,11,401,John Tuttle,Bengals,Kansas State
1975,47,16,14,404,Calvin Jones,Eagles,Texas Tech
1975,48,16,21,411,Mark Miller,Cardinals,Missouri
1975,49,17,24,440,Frank Russell,Colts,Maryland
1974,1,1,21,21,Lynn Swann,Steelers,USC
1974,2,1,24,24,Roger Carr,Colts,Louisiana Tech
1974,3,2,3,29,John Holland,Vikings,Tennessee State
1974,4,2,18,44,Gerald Tinker,Falcons,Kent State
1974,5,3,2,54,Wayne Wheeler,Bears,Alabama
1974,6,3,26,78,Nat Moore,Dolphins,Florida
1974,7,4,3,81,Harrison Davis,Chargers,Virginia
1974,8,4,4,82,John Stallworth,Steelers,Alabama A&M
1974,9,4,5,83,Clint Haslerig,49ers,Michigan
1974,10,4,13,91,Ike Harris,Cardinals,Iowa State
1974,11,4,15,93,Morris Bradshaw,Raiders,Ohio State
1974,12,4,25,103,Richard Williams,Bengals,Abilene Christian
1974,13,5,2,106,Gary Hayman,Bills,Penn State
1974,14,5,3,107,Don Clune,Giants,Pennsylvania
1974,15,5,9,113,Joel Parker,Saints,Florida
1974,16,5,12,116,Steve Odom,Packers,Utah
1974,17,6,12,142,Ken Payne,Packers,Langston
1974,18,6,15,145,John Winesberry,Broncos,Stanford
1974,19,7,4,160,Jack Ettinger,Bears,Arkansas
1974,20,7,7,163,Bob Herrick,Browns,Purdue
1974,21,7,8,164,Carl Swierc,Dolphins,Rice
1974,22,7,18,174,Fred Scott,Colts,Amherst
1974,23,8,20,202,John McDaniels,Bengals,Lincoln (MO)
1974,24,8,26,208,Melvin Baker,Dolphins,Texas Southern
1974,25,9,5,213,Don Hutt,Rams,Boise State
1974,26,9,11,219,Mark Sheridan,Eagles,Holy Cross
1974,27,9,24,232,Sam McCullum,Vikings,Montana State
1974,28,10,1,235,Frosty Anderson,Saints,Nebraska
1974,29,10,2,236,Ray Rhodes,Giants,Tulsa
1974,30,10,4,238,Mike Puestow,Browns,North Dakota State
1974,31,11,7,267,William Buckley,Jets,Mississippi State
1974,32,11,10,270,Kent Merritt,Saints,Virginia
1974,33,11,17,277,Eddie Wilson,Falcons,Albany State
1974,34,11,20,280,Harvey McGee,Cowboys,Southern Mississippi
1974,35,12,7,293,Roger Wallace,Cardinals,Bowling Green
1974,36,12,13,299,Mark Wakefield,Lions,Tampa
1974,37,12,14,300,Carl Brown,Chiefs,West Texas State
1974,38,14,6,344,Ed Collins,Colts,Rice
1974,39,14,24,362,Ananias Carson,Rams,Langston
1974,40,15,1,365,Billy Johnson,Oilers,Widener
1974,41,15,3,367,Larry Jones,Giants,N.E. Missouri
1974,42,15,17,381,Willie Jones,Falcons,Iowa State
1974,43,16,19,409,Delario Robinson,Raiders,Kansas
1974,44,17,5,421,Tim Berra,Colts,Massachusetts
1974,45,17,10,426,Marvin Williams,Saints,Western Illinois
1974,46,17,12,428,Randy Woodfield,Packers,Portland State
1974,47,17,24,440,Willie Townsend,Rams,Notre Dame
1973,1,1,15,15,Isaac Curtis,Bengals,San Diego State
1973,2,1,16,16,Steve Holden,Browns,Arizona State
1973,3,1,19,19,Darryl Stingley,Patriots,Purdue
1973,4,1,21,21,Barry Smith,Packers,Florida State
1973,5,1,25,25,Johnny Rodgers,Chargers,Nebraska
1973,6,2,20,46,Golden Richards,Cowboys,Hawaii
1973,7,3,13,65,Jim Lash,Vikings,Northwestern
1973,8,3,16,68,Tim George,Bengals,Carson-Newman
1973,9,4,7,85,Ollie Smith,Colts,Tennessee State
1973,10,4,16,94,Tom Geredine,Falcons,N.E. Missouri
1973,11,4,23,101,Joe Wylie,Raiders,Oklahoma
1973,12,4,26,104,Dave (Bo) Rather,Dolphins,Michigan
1973,13,5,1,105,Edesel Garrison,Oilers,USC
1973,14,5,6,110,Wallace Francis,Bills,Arkansas-Pine Bluff
1973,15,5,18,122,Ed Beverly,49ers,Arizona State
1973,16,5,19,123,Willie McGee,Chargers,Alcorn State
1973,17,5,20,124,Louis Neal,Raiders,Prairie View A&M
1973,18,6,2,132,Bob Picard,Eagles,Eastern Washington
1973,19,6,11,141,Jason Caldwell,Rams,North Carolina Central
1973,20,6,24,154,Glen Skolnik,Steelers,Indiana
1973,21,7,13,169,Mike Haggard,Jets,South Carolina
1973,22,7,22,178,Willie Hatter,Dolphins,Northern Illinois
1973,23,8,25,207,Doug Winslow,Saints,Drake
1973,24,9,7,215,Mike Reppond,Bills,Arkansas
1973,25,10,7,241,William Barry,Bears,Mississippi
1973,26,10,10,244,Al Marshall,Broncos,Boise State
1973,27,11,12,272,David Knight,Jets,William & Mary
1973,28,11,19,279,Scott Freeman,Lions,Wyoming
1973,29,11,25,285,Willie Jackson,Rams,Florida
1973,30,12,1,287,Brad Lyman,Oilers,UCLA
1973,31,12,13,299,Allen Spencer,Vikings,Pittsburg (KS)
1973,32,12,18,304,Tom Scott,Lions,Washington
1973,33,13,3,315,Stan Davis,Eagles,Memphis State
1973,34,13,11,323,Rod Milburn,Rams,Southern
1973,35,13,20,332,John Smith,Cowboys,UCLA
1973,36,13,24,336,Rick Fergerson,Steelers,Kansas State
